104.133	1.4
104.133	1.4
104.133	1.4
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
110.366	1.54
116.008	5.497
116.008	5.497
116.008	5.497
116.008	5.497
116.008	5.497
116.008	5.497
116.008	5.497
99.851	6.328
99.851	6.328
99.851	6.328
99.851	6.328
99.851	6.328
99.851	6.328
99.851	6.328
99.851	6.328
123.964	10.28
123.964	10.28
123.964	10.28
123.964	10.28
123.964	10.28
123.964	10.28
123.964	10.28
123.964	10.28
131.252	-0.871
131.252	-0.871
131.252	-0.871
131.252	-0.871
131.252	-0.871
131.252	-0.871
131.252	-0.871
131.252	-0.871
131.252	-0.871
131.252	-0.871
131.252	-0.871
131.252	-0.871
131.252	-0.871
131.252	-0.871
131.252	-0.871
103.5	1.25
103.5	1.25
103.5	1.25
103.5	1.25
103.5	1.25
103.5	1.25
103.5	1.25
103.5	1.25
103.5	1.25
103.5	1.25
101.366	3.478
101.366	3.478
101.366	3.478
101.366	3.478
101.366	3.478
101.366	3.478
101.366	3.478
100.733	4.033
100.733	4.033
100.733	4.033
100.733	4.033
100.733	4.033
100.733	4.033
100.733	4.033
100.733	4.033
100.317	5.384
100.317	5.384
100.317	5.384
100.317	5.384
100.317	5.384
100.317	5.384
100.317	5.384
100.317	5.384
100.317	5.384
100.317	5.384
100.317	5.384
100.317	5.384
99.812	6.387
99.812	6.387
99.812	6.387
99.812	6.387
99.812	6.387
99.812	6.387
99.812	6.387
99.812	6.387
99.812	6.387
99.812	6.387
99.812	6.387
98.612	9.951
98.612	9.951
98.612	9.951
98.612	9.951
98.612	9.951
98.612	9.951
98.612	9.951
98.612	9.951
98.612	9.951
98.612	9.951
98.612	9.951
101.7501	3.211
101.7501	3.211
101.7501	3.211
101.7501	3.211
101.7501	3.211
101.7501	3.211
101.7501	3.211
101.7501	3.211
101.7501	3.211
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
103.271	3.828
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
109.042	-7.642
-158.28	21.574
-158.28	21.574
-158.28	21.574
-158.28	21.574
-158.28	21.574
-158.28	21.574
-158.28	21.574
-158.28	21.574
