120.092	23.22
120.092	23.22
120.092	23.22
120.092	23.22
120.092	23.22
120.092	23.22
120.092	23.22
120.092	23.22
120.092	23.22
120.092	23.22
120.268	22.723
120.268	22.723
120.268	22.723
120.268	22.723
120.268	22.723
120.268	22.723
120.268	22.723
120.268	22.723
120.268	22.723
120.268	22.723
120.268	22.723
120.268	22.723
117.114	23.727
117.114	23.727
117.114	23.727
117.114	23.727
117.114	23.727
117.114	23.727
117.114	23.727
117.114	23.727
117.114	23.727
117.114	23.727
114.047	22.517
114.047	22.517
114.047	22.517
114.047	22.517
114.047	22.517
114.047	22.517
114.047	22.517
114.047	22.517
114.047	22.517
114.047	22.517
114.047	22.517
114.047	22.517
112.498	21.862
112.498	21.862
112.498	21.862
112.498	21.862
112.498	21.862
112.498	21.862
112.498	21.862
112.498	21.862
112.498	21.862
112.498	21.862
112.498	21.862
109.928	20.23
109.928	20.23
109.928	20.23
109.928	20.23
109.928	20.23
109.928	20.23
109.928	20.23
109.928	20.23
109.928	20.23
109.928	20.23
109.928	20.23
109.928	20.23
109.578	19.522
109.578	19.522
109.578	19.522
109.578	19.522
109.578	19.522
109.578	19.522
109.578	19.522
109.578	19.522
109.578	19.522
109.578	19.522
109.578	19.522
110.797	19.642
110.797	19.642
110.797	19.642
110.797	19.642
110.797	19.642
110.797	19.642
110.797	19.642
110.797	19.642
110.797	19.642
110.797	19.642
110.797	19.642
110.797	19.642
109.645	18.235
109.645	18.235
109.645	18.235
109.645	18.235
109.645	18.235
109.645	18.235
109.645	18.235
109.645	18.235
109.645	18.235
109.645	18.235
110.586	19.954
110.586	19.954
110.586	19.954
110.586	19.954
110.586	19.954
110.586	19.954
110.586	19.954
110.586	19.954
110.586	19.954
110.586	19.954
109.702	21.61
109.702	21.61
109.702	21.61
109.702	21.61
109.702	21.61
109.702	21.61
109.702	21.61
109.702	21.61
109.702	21.61
109.702	21.61
109.702	21.61
109.702	21.61
107.996	21.56
107.996	21.56
107.996	21.56
107.996	21.56
107.996	21.56
107.996	21.56
107.996	21.56
107.996	21.56
107.996	21.56
107.996	21.56
107.996	21.56
104.301	10.021
104.301	10.021
104.301	10.021
104.301	10.021
104.301	10.021
104.301	10.021
104.301	10.021
101.13	10.021
101.13	10.021
101.13	10.021
101.13	10.021
101.13	10.021
101.13	10.021
101.13	10.021
101.13	10.021
101.13	10.021
101.13	10.021
99.221	9.342
99.221	9.342
99.221	9.342
99.221	9.342
99.221	9.342
99.221	9.342
99.221	9.342
99.221	9.342
99.221	9.342
99.221	9.342
99.221	9.342
99.221	9.342
104.133	1.4
104.133	1.4
104.133	1.4
104.133	1.4
104.133	1.4
104.133	1.4
104.133	1.4
104.133	1.4
104.133	1.4
104.133	1.4
